Image_ID,Class
frame404.jpg,2
frame405.jpg,2
frame406.jpg,2
frame407.jpg,2
frame408.jpg,2
frame409.jpg,2
frame410.jpg,1
frame411.jpg,1
frame412.jpg,1
frame413.jpg,1
frame414.jpg,0
frame415.jpg,0
frame416.jpg,0
frame417.jpg,0
frame418.jpg,0
frame419.jpg,0
frame420.jpg,1
frame421.jpg,1
frame422.jpg,0
frame423.jpg,0
frame424.jpg,1
frame425.jpg,1
frame426.jpg,2
frame427.jpg,2
frame428.jpg,2
frame429.jpg,2
frame430.jpg,2
frame431.jpg,0
frame432.jpg,0
frame433.jpg,1
frame434.jpg,1
frame435.jpg,1
frame436.jpg,0
frame437.jpg,0
frame438.jpg,0
frame439.jpg,1
frame440.jpg,1
frame441.jpg,2
frame442.jpg,2
frame443.jpg,2
frame444.jpg,1
frame445.jpg,1
frame446.jpg,2
frame447.jpg,2
frame448.jpg,2
frame449.jpg,1
frame450.jpg,1
frame451.jpg,1
frame452.jpg,2
frame453.jpg,2
frame454.jpg,2
frame455.jpg,2
frame456.jpg,1
frame457.jpg,2
frame458.jpg,2
frame459.jpg,2
frame460.jpg,0
frame461.jpg,0
frame462.jpg,2
frame463.jpg,2
frame464.jpg,0
frame465.jpg,2
frame466.jpg,2
frame467.jpg,2
frame468.jpg,0
frame469.jpg,0
frame470.jpg,0
frame471.jpg,2
frame472.jpg,2
frame473.jpg,2
frame474.jpg,0
frame475.jpg,0
frame476.jpg,2
frame477.jpg,2
frame478.jpg,2
frame479.jpg,2
frame480.jpg,2
frame481.jpg,2
frame482.jpg,2
frame483.jpg,2
frame484.jpg,2
frame485.jpg,2
frame486.jpg,2
frame487.jpg,2
frame488.jpg,0
frame489.jpg,0
frame490.jpg,2
frame491.jpg,0
frame492.jpg,2
frame493.jpg,2
frame494.jpg,0
frame495.jpg,0
frame496.jpg,0
frame497.jpg,0
frame498.jpg,0
frame499.jpg,2
frame500.jpg,2
frame501.jpg,2
frame502.jpg,2
frame503.jpg,0
frame504.jpg,0
frame505.jpg,0
frame506.jpg,0
frame507.jpg,2
frame508.jpg,2
frame509.jpg,2
frame510.jpg,2
frame511.jpg,0
frame512.jpg,2
frame513.jpg,2
frame514.jpg,0
frame515.jpg,0
frame516.jpg,0
frame517.jpg,0
frame518.jpg,2
frame519.jpg,2
frame520.jpg,0
frame521.jpg,2
frame522.jpg,2
frame523.jpg,0
frame524.jpg,0
frame525.jpg,2
frame526.jpg,2
frame527.jpg,0
frame528.jpg,0
frame529.jpg,0
frame530.jpg,0
frame531.jpg,2
frame532.jpg,0
frame533.jpg,0
frame534.jpg,1
frame535.jpg,1
frame536.jpg,0
frame537.jpg,0
frame538.jpg,1
frame539.jpg,1
frame540.jpg,1
